line,name,slug,type,loot_type,rarity,current_price,current_gp,adjusted_price,adjusted_gp,delta_gp,rule,source_id
27,Rope of Climbing,rope-of-climbing,consumable,loot.consumable,uncommon,2000 gp,2000,40 pp,400,-1600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.29e6gHwWKNLaRUoz
278,Rope of Entanglement,rope-of-entanglement,consumable,loot.consumable,rare,4000 gp,4000,300 pp,3000,-1000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.J8gQdJJi5e8LmD7H
1187,Rope Trick,rope-trick,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.ap4dmtshjEbwU3Ts
1386,Royal Alexandrite Shard,royal-alexandrite-shard,loot,loot.loot,,1000 gp,1000,100 pp,1000,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.z23R1KnpLep8zFHm
1432,Royal Hunt Fresco Panel,royal-hunt-fresco-panel,loot,loot.loot,,5500 gp,5500,750 pp,7500,2000,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt31Frsc9Gh5Xi2
899,Ruby,ruby,loot,loot.loot,common,100 gp,100,10 pp,100,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.yx71ogqERHUmDbRH
602,Rusty Longsword,longsword,weapon,loot.weapon,common,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.items.Item.10ZP2Bu3vnCuYMIB
170,Sack,sack,container,loot.container,common,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.CNdDj8dsXVpRVpXt
841,Sack,sack,container,loot.container,,1 cp,0.01,1 cp,0.01,0,mundane_keep_current,Compendium.dnd5e.items.Item.CNdDj8dsXVpRVpXt
1254,Sacred Flame,sacred-flame,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.n9pJzTDsAwQxJVRl
419,Saddlebags,saddlebags,container,loot.container,,4 gp,4,4 gp,4,0,mundane_keep_current,Compendium.dnd5e.items.Item.TmfaFUSZJAotndn9
694,Saddlebags,saddlebags,container,loot.container,,4 gp,4,4 gp,4,0,mundane_keep_current,Compendium.dnd5e.items.Item.TmfaFUSZJAotndn9
745,Saffron,saffron,loot,loot.loot,,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.Mrmkw4uaWX6UKpbn
1309,Saffron,saffron,loot,loot.loot,,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.Mrmkw4uaWX6UKpbn
384,Salt,salt,loot,loot.loot,,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.eDVTXE3qv28DwvPl
1320,Salt,salt,loot,loot.loot,,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.eDVTXE3qv28DwvPl
1230,Sanctuary,sanctuary,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.gvdA9nPuWLck4tBl
1419,Sandstone Lion Statuette,sandstone-lion-statuette,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt18Lion6Tu2Kv9
330,Sapphire,sapphire,loot,loot.loot,,250 gp,250,10 pp,100,-150,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.MgBcW83MBYjAbuLZ
482,Scale Mail,scale-mail,equipment,loot.armor,common,50 gp,50,5 pp,50,0,mundane_keep_current,Compendium.dnd5e.items.Item.XmnlF5fgIO3tg6TG
519,Scale Mail +1,scale-mail-1,equipment,loot.armor.magic,rare,1550 gp,1550,300 pp,3000,1450,magic_permanent_safe_default,Compendium.dnd5e.items.Item.aDEAwKwttl35dWaB
613,Scale Mail +2,scale-mail-2,equipment,loot.armor.magic,very-rare,6050 gp,6050,2000 pp,20000,13950,magic_permanent_safe_default,Compendium.dnd5e.items.Item.fO1PuSOtZWLzEHqu
146,Scale Mail +3,scale-mail-3,equipment,loot.armor.magic,legendary,24050 gp,24050,7500 pp,75000,50950,magic_permanent_safe_default,Compendium.dnd5e.items.Item.9uT9SXy1Gb1jiiZX
606,Scale Mail Armor of Resistance,scale-mail-armor-of-resistance,equipment,loot.armor.magic,rare,6050 gp,6050,300 pp,3000,-3050,magic_permanent_safe_default,Compendium.dnd5e.items.Item.f0I81P9k29Q1lV4S
887,Scarab of Protection,scarab-of-protection,consumable,loot.consumable,legendary,36000 gp,36000,5000 pp,50000,14000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.xjRSY2ECcc9viSz3
727,Scarlet Token,new-item,loot,loot.loot,uncommon,25 gp,25,40 pp,400,375,magic_permanent_safe_default,Compendium.party-operations.party-operations-loot-manifest.Item.mcmslMRPq0C6m4ze
950,Scholar's Pack,scholars-pack,container,loot.container,,40 gp,40,4 pp,40,0,mundane_keep_current,Compendium.dnd5e.items.Item.UOE8RGOpgv2oWIvM
616,Scimitar,scimitar,weapon,loot.weapon,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.fbC0Mg1a73wdFbqO
442,Scimitar +1,scimitar-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.VGtyTdVLoWls8FL5
443,Scimitar +2,scimitar-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.VHYy3ZsJNPUo1SIx
40,Scimitar +3,scimitar-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.2wK9ImkAeG3Lzxa0
815,Scimitar of Life Stealing,scimitar-of-life-stealing,weapon,loot.weapon.magic,rare,1000 gp,1000,300 pp,3000,2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.sfegfmo59MHJg2YC
504,Scimitar of Sharpness,scimitar-of-sharpness,weapon,loot.weapon.magic,very-rare,1700 gp,1700,2000 pp,20000,18300,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ZKyhkS8ud2NpV7ng
112,Scimitar of Speed,scimitar-of-speed,weapon,loot.weapon.magic,very-rare,6000 gp,6000,2000 pp,20000,14000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.7wY0389wscheFkIa
301,Scimitar of Wounding,scimitar-of-wounding,weapon,loot.weapon.magic,rare,2000 gp,2000,300 pp,3000,1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.L4PxYPtYca283sju
1030,Scorching Ray,scorching-ray,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.7u2obDvuvtZBkTfq
279,Scrap Reagents,new-item,consumable,loot.consumable,common,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.J9jF3TW3E5nMyWPb
922,Scroll Case,scroll-case,container,loot.container,,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.6eMHIQ2CGKpjTtWC
1221,Scrying,scrying,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.fVbCxFRaORalHB20
1396,Sea Pearl Strand,sea-pearl-strand,loot,loot.loot,,250 gp,250,10 pp,100,-150,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.wNbBPq5qiadg3S0J
59,Sealing Wax,sealing-wax,loot,loot.loot,common,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.dnd5e.items.Item.3uEyuCfnAzGkwAn5
938,Sealing Wax,sealing-wax,loot,loot.loot,,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.dnd5e.items.Item.HqM7xtEgwV1l3HTZ
1039,Secret Chest,secret-chest,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.8sgwRh8NUNkn9Vi0
1067,See Invisibility,see-invisibility,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.DQzlB5Y3k791W5bH
1251,Seeming,seeming,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.mbFw57uyfLkyiw5k
1079,Sending,sending,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.GtGjNjPBgUHxGYAD
1363,Sentinel Shield,sentinel-shield,equipment,loot.armor.magic,uncommon,450 gp,450,40 pp,400,-50,magic_permanent_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.shBSik5AOR8MbP4M
1287,Sequester,sequester,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.wvLbtemkH8gyBpdc
1422,Serpentine Oracle Bust,serpentine-oracle-bust,loot,loot.loot,,1500 gp,1500,75 pp,750,-750,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt21Bust9Wx5Ny2
1336,Shadow Pelt,shadow-wolf-pelt,loot,loot.loot,uncommon,20 gp,20,40 pp,400,380,magic_permanent_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.DVSEnNYuqmWvzLzG
1118,Shapechange,shapechange,spell,loot.spell,legendary,250000 gp,250000,25000 pp,250000,0,spell_level_standard,Compendium.dnd5e.spells.Item.N2UEFq8X5LRsLcOZ
1283,Shatter,shatter,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.wJKpSvSTbSkTjqyb
229,Shawm,shawm,tool,loot.tool,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.items.Item.G3cqbejJpfB91VhP
167,Sheep,sheep,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.P29EeDJQrJJXOIuK
1310,Sheep,sheep,loot,loot.loot,,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.P29EeDJQrJJXOIuK
810,Shield,shield,equipment,loot.armor,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.sSs3hSzkKBMNBgTs
898,Shield,shield,equipment,loot.armor,,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.ypmzVapk7guDIqx4
1297,Shield,shield,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.z1mx84ONwkXKUZd7
344,Shield +1,shield-1,equipment,loot.armor.magic,uncommon,1500 gp,1500,40 pp,400,-1100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.NgwrqNa6kkgoPW2Q
892,Shield +2,shield-2,equipment,loot.armor.magic,rare,6000 gp,6000,300 pp,3000,-3000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.xzZQIIxXjNJwNqnp
460,Shield +3,shield-3,equipment,loot.armor.magic,very-rare,24000 gp,24000,2000 pp,20000,-4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.WfqBg3yBNoJQtVEB
1239,Shield of Faith,shield-of-faith,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.jZ6JNykRtdQ90MOo
319,Shield of Missile Attraction,shield-of-missile-attraction,equipment,loot.armor.magic,rare,6000 gp,6000,300 pp,3000,-3000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.M5APnDW8bKQb7fHI
1334,Shield of Spell Echo,shield-of-spell-echo,equipment,loot.armor.magic,rare,15000 gp,15000,300 pp,3000,-12000,magic_permanent_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.BS3slY3vhCohKHpK
1155,Shillelagh,shillelagh,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.VzgFzcmocr1X1cp4
1349,Shimmer Cap,shimmer-cap,consumable,loot.potion,uncommon,50 gp,50,40 pp,400,350,magic_consumable_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.VT88293rONu49oAG
1171,Shocking Grasp,shocking-grasp,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.XvbiNhNqXXIFisIy
233,Shortbow,shortbow,weapon,loot.weapon,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.GJv6WkD7D2J6rP6M
633,Shortbow +1,shortbow-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.gYDMk3LWikIP5PmA
838,Shortbow +2,shortbow-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.tt4WokZBZMGqgYm5
600,Shortbow +3,shortbow-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.egJhGFU3v5OfjPNS
761,Shortsword,shortsword,weapon,loot.weapon,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.osLzOwQdPtrK3rQH
818,Shortsword +1,shortsword-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.sl6yiYSlqkHiVVSN
532,Shortsword +2,shortsword-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.b2l2ubCGSnmiTrm8
844,Shortsword +3,shortsword-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.uIHXYhnOwETlA5lT
132,Shortsword of Life Stealing,shortsword-of-life-stealing,weapon,loot.weapon.magic,rare,1000 gp,1000,300 pp,3000,2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.902yxeFDwavpm6cv
404,Shortsword of Wounding,shortsword-of-wounding,weapon,loot.weapon.magic,rare,2000 gp,2000,300 pp,3000,1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.SpbjbMMoJiva2zOa
785,Shovel,shovel,loot,loot.loot,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.items.Item.qWlXDEgqdmdZWoab
658,Sickle,sickle,weapon,loot.weapon,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.i4NeNZ30ycwPDHMx
529,Sickle +1,sickle-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.asUgQFrF1xYeNhtW
847,Sickle +2,sickle-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.uRoHwk1c8e5xJjkV
151,Sickle +3,sickle-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.AHn15T1TOuDFS0GH
902,Signal Whistle,signal-whistle,loot,loot.loot,common,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.items.Item.z67d1DZzqDPmgEwP
696,Signet Ring,signet-ring,loot,loot.loot,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.kdkpSZMUHGXGM15H
1015,Silence,silence,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.5VhqFROQYjr1P9lp
1061,Silent Image,silent-image,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.BrBZdCCrJRIVg7YX
371,Silk,silk,loot,loot.loot,,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.jad5oFMDv21mPvJP
1321,Silk,silk,loot,loot.loot,,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.jad5oFMDv21mPvJP
1426,Silk Cartographer Hanging,silk-cartographer-hanging,loot,loot.loot,,3000 gp,3000,250 pp,2500,-500,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt25Map3Ab9Rc6
1455,Silk Eclipse Banner,silk-eclipse-banner,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.xsxWVCEmIANmhiVn
757,Silk Rope (50 ft.),silk-rope-50-ft,consumable,loot.consumable,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.oY8KbpGmB5H2Deoy
302,Silver,silver,loot,loot.loot,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.9t5X9HG9ou6YMSdJ
1304,Silver,silver,loot,loot.loot,,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.tradegoods.Item.9t5X9HG9ou6YMSdJ
1453,Silver Abbot Censer,silver-abbot-censer,loot,loot.loot,,750 gp,750,75 pp,750,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.h2qjV8r0wAlpOf7X
723,Silver Dagger,silver-dagger,weapon,loot.weapon.magic,uncommon,100 gp,100,40 pp,400,300,magic_permanent_safe_default,Compendium.dnd5e.items.Item.59pjg8FGM4GG4Fdd
1430,Silver Filigree Censer,silver-filigree-censer,loot,loot.loot,,4500 gp,4500,250 pp,2500,-2000,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt29Cens7Ef3Vg0
1376,Silver Filigree Mask,silver-filigree-mask,loot,loot.loot,,250 gp,250,25 pp,250,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.XBUOsrwthY205zro
711,Silver Horn of Valhalla,silver-horn-of-valhalla,consumable,loot.consumable,rare,5600 gp,5600,300 pp,3000,-2600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.lTfo6OVvAY2iJ4oq
1326,Silver Leaf,silver-leaf,consumable,loot.potion,rare,100 gp,100,300 pp,3000,2900,magic_consumable_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.05gdU39BGTceoWTH
444,Silver Necklace,silver-necklace,loot,loot.loot,,50 gp,50,25 gp,25,-25,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.VOjP0F6FxUHjnkJu
1412,Silver Pilgrim Icon,silver-pilgrim-icon,loot,loot.loot,,75 gp,75,25 gp,25,-50,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt11Pilg9Lm5Cn2
158,Silver Ring,silver-ring,loot,loot.loot,common,30 gp,30,25 gp,25,-5,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.BYkgCthEmzwE1sN6
483,Silver Ring - Ruby,silver-ring-ruby,loot,loot.loot,common,75 gp,75,10 pp,100,25,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.Xub6At70zWnrEAek
1390,Silvered Griffin Votive,silvered-griffin-votive,loot,loot.loot,,1500 gp,1500,75 pp,750,-750,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.wMJfWGxDhzwmwjM6
1240,Simulacrum,simulacrum,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.jccbeBIfLrqEZnDP
133,Sledgehammer,sledgehammer,loot,loot.loot,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.dnd5e.items.Item.9G9QGSPgpZDSsm37
1100,Sleep,sleep,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.KhwiSi9fwVfUPtku
1207,Sleet Storm,sleet-storm,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.dhqBY4TvVjxVmOZd
54,Sling,sling,weapon,loot.weapon,common,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.3gynWO9sN4OLGMWD
92,Sling +1,sling-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.6I5lt8KheTsAE4Zr
144,Sling +2,sling-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.9qOAoFw9dTXhJ1w0
775,Sling +3,sling-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.q3WqP3r2emnumyUF
903,Sling Bullet,sling-bullet,consumable,loot.consumable,common,0.2 cp,0,0 cp,0,0,mundane_keep_current,Compendium.dnd5e.items.Item.z9SbsMIBZzuhZOqT
342,Sling Bullet +1,sling-bullet-1,consumable,loot.consumable,uncommon,25 gp,25,40 pp,400,375,magic_consumable_safe_default,Compendium.dnd5e.items.Item.NYIib9KEYDUFe9GY
156,Sling Bullet +2,sling-bullet-2,consumable,loot.consumable,rare,100 gp,100,300 pp,3000,2900,magic_consumable_safe_default,Compendium.dnd5e.items.Item.BNJmdttKvIwC08Pd
880,Sling Bullet +3,sling-bullet-3,consumable,loot.consumable,very-rare,400 gp,400,2000 pp,20000,19600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.x9I9vdo4kafHDjcO
332,Sling Bullet of Slaying,sling-bullet-of-slaying,consumable,loot.consumable,very-rare,600 gp,600,2000 pp,20000,19400,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Mj8fTo5VZKJJ7uMv
511,Slippers of Spider Climbing,slippers-of-spider-climbing,equipment,loot.equipment.magic,uncommon,5000 gp,5000,40 pp,400,-4600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ZgXJE9pjvZLMCeHg
1295,Slow,slow,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.yqUDoxk4x0NWG5Bz
56,Small Knife,small-knife,loot,loot.loot,common,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.dnd5e.items.Item.3nVvaHVfHsgwGlkL
930,Small Knife,small-knife,loot,loot.loot,,5 sp,0.5,5 sp,0.5,0,mundane_keep_current,Compendium.dnd5e.items.Item.C05ytVXByOG8uBAc
299,Smith's Tools,smiths-tools,tool,loot.tool,common,20 gp,20,2 pp,20,0,mundane_keep_current,Compendium.dnd5e.items.Item.KndVe2insuctjIaj
386,Soap,soap,loot,loot.loot,common,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.items.Item.REBWkTKe6lJaIkpn
971,Soap,soap,loot,loot.loot,,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.items.Item.sJ9gfQnz2jdT6GAB
1416,Soapstone River Spirit,soapstone-river-spirit,loot,loot.loot,,350 gp,350,25 pp,250,-100,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt15Rivr3Qr9Gs6
909,Sovereign Glue,sovereign-glue,consumable,loot.consumable,legendary,400 gp,400,5000 pp,50000,49600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.zJ5LhDvTxYKzPIx4
1040,Spare the Dying,spare-the-dying,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.8zT7njvqbpXs4Cel
1185,Speak with Animals,speak-with-animals,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.aL1F8fvYLtNzUbKu
1083,Speak with Dead,speak-with-dead,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.I2LUSF5ogc7Bj62e
997,Speak with Plants,speak-with-plants,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.2VXGS206tuChoeXy
351,Spear,spear,weapon,loot.weapon,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.OG4nBBydvmfWYXIk
456,Spear +1,spear-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.WNdN2mBF3O7ZNcMp
258,Spear +2,spear-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.HeDP6dL9daVT3uj2
86,Spear +3,spear-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.62EaozKvcA0aSy2q
733,Spell Components,spell-components,loot,loot.loot,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.mvH1J511vN4yIbJa
134,Spell Scroll 1st Level,spell-scroll-1st-level,consumable,loot.consumable,common,60 gp,60,25 gp,25,-35,art_tier_snap,Compendium.dnd5e.items.Item.9GSfMg0VOA2b4uFN
481,Spell Scroll 2nd Level,spell-scroll-2nd-level,consumable,loot.consumable,uncommon,120 gp,120,25 gp,25,-95,art_tier_snap,Compendium.dnd5e.items.Item.XdDp6CKh9qEvPTuS
652,Spell Scroll 3rd Level,spell-scroll-3rd-level,consumable,loot.consumable,uncommon,200 gp,200,25 pp,250,50,art_tier_snap,Compendium.dnd5e.items.Item.hqVKZie7x9w3Kqds
178,Spell Scroll 4th Level,spell-scroll-4th-level,consumable,loot.consumable,rare,320 gp,320,25 pp,250,-70,art_tier_snap,Compendium.dnd5e.items.Item.DM7hzgL836ZyUFB1
871,Spell Scroll 5th Level,spell-scroll-5th-level,consumable,loot.consumable,rare,640 gp,640,75 pp,750,110,art_tier_snap,Compendium.dnd5e.items.Item.wa1VF8TXHmkrrR35
830,Spell Scroll 6th Level,spell-scroll-6th-level,consumable,loot.consumable,very-rare,1280 gp,1280,75 pp,750,-530,art_tier_snap,Compendium.dnd5e.items.Item.tI3rWx4bxefNCexS
732,Spell Scroll 7th Level,spell-scroll-7th-level,consumable,loot.consumable,very-rare,2560 gp,2560,250 pp,2500,-60,art_tier_snap,Compendium.dnd5e.items.Item.mtyw4NS1s7j2EJaD
523,Spell Scroll 8th Level,spell-scroll-8th-level,consumable,loot.consumable,very-rare,5120 gp,5120,750 pp,7500,2380,art_tier_snap,Compendium.dnd5e.items.Item.aOrinPg7yuDZEuWr
350,Spell Scroll 9th Level,spell-scroll-9th-level,consumable,loot.consumable,legendary,5120 gp,5120,750 pp,7500,2380,art_tier_snap,Compendium.dnd5e.items.Item.O4YbkJkLlnsgUszZ
797,Spell Scroll Cantrip,spell-scroll-cantrip,consumable,loot.consumable,common,10 gp,10,25 gp,25,15,art_tier_snap,Compendium.dnd5e.items.Item.rQ6sO7HDWzqMhSI3
305,Spellbook,spellbook,loot,loot.loot,common,50 gp,50,5 pp,50,0,mundane_keep_current,Compendium.dnd5e.items.Item.LBajgahniRJbAgDr
699,Spellguard Shield,spellguard-shield,equipment,loot.armor.magic,very-rare,50000 gp,50000,2000 pp,20000,-30000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.kpDbCYgUivh7NApp
32,Sphere of Annihilation,sphere-of-annihilation,consumable,loot.consumable,legendary,15000 gp,15000,5000 pp,50000,35000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.2YNqk5zm9jDTvd7q
1097,Spider Climb,spider-climb,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.KJRVzeMQXPj8Gtyx
